epoch,train_loss,train_acc,val_loss,val_acc
0,0.0008077575475908816,0.26302637667746415,0.008681678213179111,0.3922734026745914
1,0.0005490834591910243,0.4105506709856548,0.008340598084032536,0.513372956909361
2,0.0007573668262921274,0.5089310504396113,0.007574902381747961,0.5453194650817236
3,0.00038985407445579767,0.5785284590467377,0.005826263688504696,0.6344725111441307
4,0.00019569123105611652,0.6336881073577048,0.008790731430053711,0.7243684992570579
5,0.0005635495181195438,0.6789449329014345,0.003550998866558075,0.7384843982169391
6,0.00030716005130670965,0.7169828782970847,0.005069814622402191,0.7317979197622585
7,0.00046748382737860084,0.7441925034706155,0.0004991687601432204,0.7852897473997028
8,0.00013384468911681324,0.765756594169366,0.0003319632669445127,0.8031203566121843
9,0.0006775312940590084,0.7838963442850532,0.0022576148621737957,0.8172362555720654
10,0.00014521577395498753,0.8118463674224896,0.0018810619367286563,0.8202080237741456
11,0.0008595864055678248,0.8187875983341045,0.00036800940870307386,0.8313521545319466
12,4.061323852511123e-05,0.836094400740398,0.00035277463030070066,0.8469539375928677
13,0.00020799280900973827,0.8462748727441,0.0008400386432185769,0.8640416047548292
14,0.00010849200043594465,0.8546968995835261,0.0003993352293036878,0.8692421991084696
15,0.0005941918934695423,0.8565478944932902,0.000889093498699367,0.8551263001485884
16,0.0009950067615136504,0.8753354928273948,0.00013443213538266718,0.87444279346211
17,0.000687109655700624,0.8782970846830171,0.005136024206876755,0.8811292719167905
18,3.4617860364960507e-05,0.8869042110134198,0.0013321512378752232,0.8796433878157504
19,0.00012966760550625622,0.8880148079592781,0.0005744302761740983,0.887815750371471
20,7.292218651855364e-05,0.8982878297084683,0.0017696914728730917,0.8841010401188707
21,0.00016613725165370852,0.9028227672373901,0.00025515546440146863,0.8811292719167905
22,5.846500243933406e-07,0.9005090236001851,0.0019845529459416866,0.8803863298662704